CH4,CO2,CO,Health Effect
2.4,415,30,Possible health effects with long-term exposure.
2.2,2291,14,Possible health effects with long-term exposure.
2.2,746,28,Possible health effects with long-term exposure.
2.2,1517,14,Possible health effects with long-term exposure.
2.3,1567,10,Possible health effects with long-term exposure.
2.1,1084,30,Possible health effects with long-term exposure.
2,1013,21,Possible health effects with long-term exposure.
2,601,19,Possible health effects with long-term exposure.
2,1176,17,Possible health effects with long-term exposure.
2,1209,33,Possible health effects with long-term exposure.
2,1683,15,Possible health effects with long-term exposure.
2,884,11,Possible health effects with long-term exposure.
2,830,11,Possible health effects with long-term exposure.
2,2186,25,Possible health effects with long-term exposure.
2,2110,26,Possible health effects with long-term exposure.
2,1233,32,Possible health effects with long-term exposure.
2,1106,17,Possible health effects with long-term exposure.
2,2041,17,Possible health effects with long-term exposure.
2,1443,12,Possible health effects with long-term exposure.
2,2361,31,Possible health effects with long-term exposure.
2,1063,28,Possible health effects with long-term exposure.
2,1848,17,Possible health effects with long-term exposure.
2,805,31,Possible health effects with long-term exposure.
2,2454,22,Possible health effects with long-term exposure.
2,1541,22,Possible health effects with long-term exposure.
2,523,15,Possible health effects with long-term exposure.
2,468,16,Possible health effects with long-term exposure.
2.1,714,10,Possible health effects with long-term exposure.
2.1,1615,34,Possible health effects with long-term exposure.
2,710,18,Possible health effects with long-term exposure.
1.9,1586,31,Possible health effects with long-term exposure.
1.9,1599,33,Possible health effects with long-term exposure.
1.9,650,34,Possible health effects with long-term exposure.
1.9,1414,25,Possible health effects with long-term exposure.
1.9,2369,26,Possible health effects with long-term exposure.
1.9,1294,33,Possible health effects with long-term exposure.
1.9,550,17,Possible health effects with long-term exposure.
2,1924,16,Possible health effects with long-term exposure.
2,1408,31,Possible health effects with long-term exposure.
2,900,16,Possible health effects with long-term exposure.
2,2273,19,Possible health effects with long-term exposure.
2.1,502,18,Possible health effects with long-term exposure.
2,2216,10,Possible health effects with long-term exposure.
2,2075,32,Possible health effects with long-term exposure.
2.2,808,21,Possible health effects with long-term exposure.
2.3,2277,14,Possible health effects with long-term exposure.
2,1120,15,Possible health effects with long-term exposure.
2,1634,34,Possible health effects with long-term exposure.
2.1,2120,12,Possible health effects with long-term exposure.
2.3,1645,12,Possible health effects with long-term exposure.
2,735,27,Possible health effects with long-term exposure.
2,1293,32,Possible health effects with long-term exposure.
2,475,25,Possible health effects with long-term exposure.
1.9,1303,14,Possible health effects with long-term exposure.
1.9,928,34,Possible health effects with long-term exposure.
1.9,2495,14,Possible health effects with long-term exposure.
1.9,1183,17,Possible health effects with long-term exposure.
1.9,1158,28,Possible health effects with long-term exposure.
1.9,883,28,Possible health effects with long-term exposure.
1.9,1625,24,Possible health effects with long-term exposure.
1.9,1716,23,Possible health effects with long-term exposure.
2,1647,29,Possible health effects with long-term exposure.
2,1042,31,Possible health effects with long-term exposure.
2,2245,20,Possible health effects with long-term exposure.
2,476,31,Possible health effects with long-term exposure.
2,1723,17,Possible health effects with long-term exposure.
2,530,16,Possible health effects with long-term exposure.
2,1773,28,Possible health effects with long-term exposure.
2.1,774,32,Possible health effects with long-term exposure.
2.2,1119,33,Possible health effects with long-term exposure.
2.5,819,11,Possible health effects with long-term exposure.
2,434,17,Possible health effects with long-term exposure.
2,561,18,Possible health effects with long-term exposure.
2,1322,14,Possible health effects with long-term exposure.
2,1349,21,Possible health effects with long-term exposure.
2,1361,23,Possible health effects with long-term exposure.
2,1398,26,Possible health effects with long-term exposure.
2.1,1212,24,Possible health effects with long-term exposure.
2,487,27,Possible health effects with long-term exposure.
2,679,27,Possible health effects with long-term exposure.
2,2391,11,Possible health effects with long-term exposure.
2,2379,23,Possible health effects with long-term exposure.
2,465,10,Possible health effects with long-term exposure.
2,2285,22,Possible health effects with long-term exposure.
2,2178,22,Possible health effects with long-term exposure.
2,1574,15,Possible health effects with long-term exposure.
2.3,1834,32,Possible health effects with long-term exposure.
2.2,903,18,Possible health effects with long-term exposure.
2.2,2113,22,Possible health effects with long-term exposure.
2.5,1500,21,Possible health effects with long-term exposure.
2.7,1478,18,Possible health effects with long-term exposure.
2.8,1329,30,Possible health effects with long-term exposure.
2.8,1928,19,Possible health effects with long-term exposure.
2.9,647,25,Possible health effects with long-term exposure.
3,1383,29,Possible health effects with long-term exposure.
2.8,716,10,Possible health effects with long-term exposure.
2.2,1233,18,Possible health effects with long-term exposure.
2,2469,16,Possible health effects with long-term exposure.
1.9,815,14,Possible health effects with long-term exposure.
1.9,1163,28,Possible health effects with long-term exposure.
1.9,2470,16,Possible health effects with long-term exposure.
2,1142,31,Possible health effects with long-term exposure.
2,1814,17,Possible health effects with long-term exposure.
2,642,31,Possible health effects with long-term exposure.
2,2195,21,Possible health effects with long-term exposure.
2,949,23,Possible health effects with long-term exposure.
2,1414,21,Possible health effects with long-term exposure.
2,925,12,Possible health effects with long-term exposure.
2,1257,10,Possible health effects with long-term exposure.
2,1220,32,Possible health effects with long-term exposure.
2,1011,34,Possible health effects with long-term exposure.
2,1999,15,Possible health effects with long-term exposure.
2.1,1594,21,Possible health effects with long-term exposure.
2.1,1410,14,Possible health effects with long-term exposure.
2.1,2293,27,Possible health effects with long-term exposure.
2.1,994,11,Possible health effects with long-term exposure.
2.1,800,33,Possible health effects with long-term exposure.
2.1,1521,22,Possible health effects with long-term exposure.
2.1,1814,10,Possible health effects with long-term exposure.
2,2479,13,Possible health effects with long-term exposure.
2.1,2365,20,Possible health effects with long-term exposure.
2,2092,29,Possible health effects with long-term exposure.
2,526,12,Possible health effects with long-term exposure.
2,2420,21,Possible health effects with long-term exposure.
2,775,29,Possible health effects with long-term exposure.
2,1491,18,Possible health effects with long-term exposure.
2,1888,32,Possible health effects with long-term exposure.
2,905,33,Possible health effects with long-term exposure.
2,2309,32,Possible health effects with long-term exposure.
2,2046,24,Possible health effects with long-term exposure.
2,2055,23,Possible health effects with long-term exposure.
2,1251,12,Possible health effects with long-term exposure.
2,1370,30,Possible health effects with long-term exposure.
2,911,31,Possible health effects with long-term exposure.
2,2302,24,Possible health effects with long-term exposure.
2,2215,29,Possible health effects with long-term exposure.
2,1362,24,Possible health effects with long-term exposure.
2,2395,34,Possible health effects with long-term exposure.
2,575,24,Possible health effects with long-term exposure.
2,809,23,Possible health effects with long-term exposure.
2,2367,14,Possible health effects with long-term exposure.
2,727,16,Possible health effects with long-term exposure.
2,1662,19,Possible health effects with long-term exposure.
2,2305,22,Possible health effects with long-term exposure.
2,2268,17,Possible health effects with long-term exposure.
2,1427,20,Possible health effects with long-term exposure.
2,897,16,Possible health effects with long-term exposure.
2,1934,20,Possible health effects with long-term exposure.
2,2452,28,Possible health effects with long-term exposure.
1.9,1113,33,Possible health effects with long-term exposure.
1.9,2408,30,Possible health effects with long-term exposure.
1.9,1863,31,Possible health effects with long-term exposure.
2,1458,29,Possible health effects with long-term exposure.
1.9,1522,18,Possible health effects with long-term exposure.
1.9,757,21,Possible health effects with long-term exposure.
1.9,856,25,Possible health effects with long-term exposure.
1.9,452,13,Possible health effects with long-term exposure.
1.9,1073,13,Possible health effects with long-term exposure.
1.9,2389,10,Possible health effects with long-term exposure.
1.9,1566,19,Possible health effects with long-term exposure.
2,624,23,Possible health effects with long-term exposure.
2,689,14,Possible health effects with long-term exposure.
2,2356,22,Possible health effects with long-term exposure.
2,1136,20,Possible health effects with long-term exposure.
2,1441,22,Possible health effects with long-term exposure.
2,1145,13,Possible health effects with long-term exposure.
1.9,1423,10,Possible health effects with long-term exposure.
1.9,1101,20,Possible health effects with long-term exposure.
1.9,2144,17,Possible health effects with long-term exposure.
1.9,2470,10,Possible health effects with long-term exposure.
1.9,526,27,Possible health effects with long-term exposure.
1.9,2132,20,Possible health effects with long-term exposure.
1.9,1559,23,Possible health effects with long-term exposure.
1.9,1330,13,Possible health effects with long-term exposure.
1.9,1344,34,Possible health effects with long-term exposure.
1.9,1658,15,Possible health effects with long-term exposure.
1.9,995,20,Possible health effects with long-term exposure.
1.9,1683,18,Possible health effects with long-term exposure.
1.9,543,22,Possible health effects with long-term exposure.
2,2405,33,Possible health effects with long-term exposure.
2,1299,29,Possible health effects with long-term exposure.
2,1978,13,Possible health effects with long-term exposure.
2,900,13,Possible health effects with long-term exposure.
2,854,12,Possible health effects with long-term exposure.
2,1103,14,Possible health effects with long-term exposure.
2,1888,19,Possible health effects with long-term exposure.
2.1,795,31,Possible health effects with long-term exposure.
2.1,2036,32,Possible health effects with long-term exposure.
2.2,744,25,Possible health effects with long-term exposure.
2.2,1974,29,Possible health effects with long-term exposure.
2.3,2392,23,Possible health effects with long-term exposure.
2.2,1781,10,Possible health effects with long-term exposure.
2.1,1192,16,Possible health effects with long-term exposure.
2,1199,23,Possible health effects with long-term exposure.
2,2410,23,Possible health effects with long-term exposure.
2,2030,16,Possible health effects with long-term exposure.
1.9,2021,25,Possible health effects with long-term exposure.
1.9,1825,31,Possible health effects with long-term exposure.
2,1966,23,Possible health effects with long-term exposure.
2.2,921,22,Possible health effects with long-term exposure.
2.2,1852,11,Possible health effects with long-term exposure.
2.3,1965,22,Possible health effects with long-term exposure.
2.4,769,12,Possible health effects with long-term exposure.
2.3,977,33,Possible health effects with long-term exposure.
2.2,905,16,Possible health effects with long-term exposure.
2.3,1440,19,Possible health effects with long-term exposure.
2.3,1406,26,Possible health effects with long-term exposure.
2.4,1412,13,Possible health effects with long-term exposure.
2.3,592,11,Possible health effects with long-term exposure.
2.3,2366,26,Possible health effects with long-term exposure.
2.5,2148,32,Possible health effects with long-term exposure.
3,1458,33,Possible health effects with long-term exposure.
3,1132,24,Possible health effects with long-term exposure.
2.5,1900,21,Possible health effects with long-term exposure.
2.2,409,34,Possible health effects with long-term exposure.
2.1,422,25,Possible health effects with long-term exposure.
2,827,26,Possible health effects with long-term exposure.
2,1994,11,Possible health effects with long-term exposure.
2,1734,29,Possible health effects with long-term exposure.
1.9,1523,33,Possible health effects with long-term exposure.
1.9,1258,34,Possible health effects with long-term exposure.
2,1874,19,Possible health effects with long-term exposure.
2,579,14,Possible health effects with long-term exposure.
2,829,23,Possible health effects with long-term exposure.
2.1,1811,14,Possible health effects with long-term exposure.
2.1,1278,30,Possible health effects with long-term exposure.
2.3,1687,20,Possible health effects with long-term exposure.
2.2,1097,12,Possible health effects with long-term exposure.
2.2,438,24,Possible health effects with long-term exposure.
2.3,2446,28,Possible health effects with long-term exposure.
2.2,2093,30,Possible health effects with long-term exposure.
2.3,1782,16,Possible health effects with long-term exposure.
2.4,1322,23,Possible health effects with long-term exposure.
2.2,1720,31,Possible health effects with long-term exposure.
2,955,23,Possible health effects with long-term exposure.
2.2,1374,25,Possible health effects with long-term exposure.
2.2,810,10,Possible health effects with long-term exposure.
2.3,2493,32,Possible health effects with long-term exposure.
2,1255,33,Possible health effects with long-term exposure.
2.1,1306,28,Possible health effects with long-term exposure.
2,1478,32,Possible health effects with long-term exposure.
2,1048,13,Possible health effects with long-term exposure.
2,501,13,Possible health effects with long-term exposure.
2,1992,22,Possible health effects with long-term exposure.
2,2368,22,Possible health effects with long-term exposure.
2,1699,18,Possible health effects with long-term exposure.
2.1,815,20,Possible health effects with long-term exposure.
2,701,11,Possible health effects with long-term exposure.
2,1247,18,Possible health effects with long-term exposure.
2,1691,30,Possible health effects with long-term exposure.
2,2498,15,Possible health effects with long-term exposure.
2,2447,10,Possible health effects with long-term exposure.
2,1882,27,Possible health effects with long-term exposure.
2,1837,15,Possible health effects with long-term exposure.
2,1006,20,Possible health effects with long-term exposure.
2,538,18,Possible health effects with long-term exposure.
2,2386,33,Possible health effects with long-term exposure.
2,940,19,Possible health effects with long-term exposure.
2,847,15,Possible health effects with long-term exposure.
2.1,2174,30,Possible health effects with long-term exposure.
2.1,1627,21,Possible health effects with long-term exposure.
2.1,933,16,Possible health effects with long-term exposure.
2.2,619,15,Possible health effects with long-term exposure.
2.1,633,31,Possible health effects with long-term exposure.
2.1,1122,32,Possible health effects with long-term exposure.
2.1,435,25,Possible health effects with long-term exposure.
2,911,27,Possible health effects with long-term exposure.
2,1275,18,Possible health effects with long-term exposure.
2,843,13,Possible health effects with long-term exposure.
2,447,21,Possible health effects with long-term exposure.
2,471,33,Possible health effects with long-term exposure.
2,762,29,Possible health effects with long-term exposure.
2.1,1389,12,Possible health effects with long-term exposure.
2.1,1425,16,Possible health effects with long-term exposure.
2.2,1357,30,Possible health effects with long-term exposure.
2.3,1892,21,Possible health effects with long-term exposure.
2.3,1030,12,Possible health effects with long-term exposure.
2.2,2289,11,Possible health effects with long-term exposure.
2.2,1727,32,Possible health effects with long-term exposure.
2.1,838,29,Possible health effects with long-term exposure.
2.2,1748,34,Possible health effects with long-term exposure.
2.2,618,26,Possible health effects with long-term exposure.
2,766,27,Possible health effects with long-term exposure.
2,1836,19,Possible health effects with long-term exposure.
2,1333,33,Possible health effects with long-term exposure.
2.1,1622,22,Possible health effects with long-term exposure.
2.1,1051,24,Possible health effects with long-term exposure.
2.1,1429,29,Possible health effects with long-term exposure.
2.1,1531,19,Possible health effects with long-term exposure.
2.1,2192,23,Possible health effects with long-term exposure.
2.1,812,15,Possible health effects with long-term exposure.
